id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality
3390,5.3,0.41,0.0,0.6,0.078,45,111,0.9886,3.24,0.52,10.2,white,5
3391,6.0,0.46,0.14,7.0,0.025,12,190,0.9899,3.32,0.71,10.1,white,5
3393,5.8,0.21,0.37,43.7,0.041,16,135,0.9979,3.39,0.34,9.2,white,5
3394,5.4,0.24,0.49,13.9,0.051,23,162,0.9891,3.12,0.62,10.1,white,6
3395,9.1,0.59,0.0,6.9,0.161,1,31,0.9967,3.18,0.53,10.2,red,4
3396,6.5,0.25,0.33,4.2,0.013,36,124,0.9947,3.21,0.35,11.4,white,7
3398,9.4,0.38,0.01,2.6,0.083,11,15,0.9975,3.44,0.56,10.3,red,5
3399,8.7,0.41,0.02,0.9,0.115,6,75,0.9961,3.53,0.46,10.7,red,6
3400,7.9,0.39,0.38,16.5,0.009,41,154,0.9968,2.9,0.47,10.3,white,4
3401,5.4,0.2,0.24,9.4,0.107,8,218,0.9945,3.39,0.56,9.0,white,5
3402,5.7,0.47,0.32,11.3,0.041,36,140,0.9963,3.14,0.74,8.5,white,4
3403,7.5,0.08,0.26,7.8,0.064,38,104,0.9927,2.91,0.52,11.5,white,7
3404,5.0,0.43,0.33,6.2,0.046,57,233,0.9975,3.2,0.42,9.9,white,4
3405,7.3,0.18,0.22,0.6,0.041,18,135,0.9942,3.29,0.63,10.8,white,5
3406,10.1,0.35,0.11,2.9,0.12,59,6,0.9974,3.31,0.81,10.2,red,6
3407,7.4,0.21,0.28,8.6,0.024,35,104,0.9912,3.34,0.36,10.2,white,5
3412,7.7,0.28,0.32,0.9,0.014,44,145,0.9963,3.01,0.39,9.5,white,5
3413,7.4,0.29,0.25,0.9,0.159,4,63,0.9972,3.49,0.99,10.2,red,5
3414,8.4,0.83,0.17,1.1,0.067,12,10,0.9992,3.48,0.86,12.0,red,7
3415,7.0,0.5,0.42,3.4,0.064,53,173,0.9921,3.19,0.51,9.9,white,4
3417,7.4,0.24,0.61,8.9,0.009,48,135,0.9922,2.95,0.53,10.1,white,7
3418,6.5,0.3,0.29,7.8,0.038,39,123,0.9918,3.13,0.57,12.1,white,6
3421,6.2,0.17,0.16,0.6,0.028,23,236,0.9962,2.97,0.29,9.7,white,4
3424,7.1,0.19,0.39,3.3,0.093,20,174,0.9957,2.94,0.37,9.7,white,6
3425,7.2,0.23,0.33,26.2,0.268,36,169,0.9947,3.39,0.51,10.6,white,6
3426,7.5,0.15,0.0,4.3,0.194,18,133,0.9964,3.21,0.51,12.2,white,6
3427,8.6,0.41,0.22,1.1,0.029,36,170,0.992,3.15,0.54,9.8,white,4
3428,8.5,0.54,0.33,4.4,0.167,5,97,0.9963,3.02,0.46,10.5,red,4
3430,8.7,0.17,0.35,12.8,0.066,25,129,0.9932,3.37,0.54,11.2,white,5
3431,6.5,0.49,0.22,3.0,0.009,28,168,0.9938,3.0,0.6,9.6,white,3
3433,6.3,0.22,0.49,14.0,0.066,56,220,0.9958,3.37,0.61,11.8,white,6
3434,7.5,0.3,0.23,13.7,0.071,6,108,0.9964,3.18,0.43,13.5,white,6
3436,6.5,0.28,0.23,1.1,0.009,48,184,0.9945,3.34,0.48,12.7,white,6
3437,6.3,0.29,0.39,1.8,0.009,35,150,0.99,3.15,0.45,9.8,white,4
3438,7.2,0.2,0.33,2.8,0.01,26,173,0.9885,3.05,0.73,11.6,white,7
3439,5.5,0.29,0.48,0.6,0.035,39,158,0.9988,3.09,0.52,10.9,white,5
3440,8.2,0.35,0.22,0.6,0.009,19,164,0.9976,3.31,0.46,10.4,white,4
3442,9.6,0.58,0.01,4.2,0.054,1,43,0.9955,3.39,0.45,10.5,red,5
3443,8.2,0.12,0.52,8.8,0.096,65,117,0.9897,3.05,0.71,9.5,white,6
3444,8.8,0.84,0.0,3.7,0.101,42,61,0.9998,3.22,0.59,11.0,red,4
3445,6.5,0.24,0.32,4.7,0.198,42,153,0.9975,3.14,0.41,11.9,white,5
3446,7.5,0.25,0.19,3.3,0.032,11,68,0.9923,3.25,0.44,12.5,white,7
3447,6.5,0.44,0.24,1.1,0.023,23,133,0.9955,3.0,0.36,9.5,white,3
3449,5.8,0.16,0.22,6.4,0.009,30,151,0.9911,3.13,0.57,11.1,white,6
3450,7.4,0.33,0.29,9.4,0.01,47,126,0.9942,3.24,0.64,11.4,white,5
3451,7.3,0.35,0.17,20.7,0.121,36,252,0.9917,3.36,0.44,11.9,white,4
3453,7.3,0.25,0.43,2.8,0.011,18,118,1.0008,3.34,0.75,9.2,white,6
3454,7.1,0.47,0.38,2.6,0.033,41,160,0.9947,2.99,0.43,10.4,white,4
3455,7.8,0.35,0.24,0.6,0.014,23,157,0.9963,3.21,0.44,12.1,white,6
3456,10.0,0.77,1.0,7.6,0.033,30,88,0.9981,3.13,0.78,9.0,red,3
3457,8.7,0.49,0.42,18.1,0.075,55,67,0.9939,3.27,0.51,11.8,white,5
3458,6.7,0.18,0.37,1.4,0.048,6,95,0.9944,3.21,0.41,11.5,white,6
3459,6.6,0.22,0.35,6.8,0.069,40,77,1.002,3.22,0.72,9.7,white,5
3460,8.6,0.45,0.66,3.7,0.047,7,23,0.9947,3.43,0.81,8.4,red,6
3461,8.4,0.16,0.31,8.7,0.154,15,60,0.9972,2.92,0.43,9.1,white,6
3462,7.8,0.32,0.08,0.9,0.084,54,37,0.9934,3.4,0.46,9.7,red,3
3463,6.4,0.34,0.15,1.4,0.113,53,96,0.9908,3.25,0.72,9.9,white,5
3464,6.8,0.29,0.28,1.5,0.009,47,178,0.997,3.13,0.48,11.2,white,6
3465,7.9,0.45,0.31,7.6,0.141,3,41,0.9943,3.26,0.36,8.9,red,5
3466,9.9,0.67,0.3,1.7,0.065,23,94,0.9977,3.51,0.7,9.1,red,4
3467,6.1,0.37,0.27,2.3,0.195,15,132,0.9968,2.98,0.39,10.0,white,5
3468,10.6,0.51,0.33,15.5,0.041,18,59,0.9938,2.9,0.78,8.7,red,5
3470,7.1,0.37,0.18,2.9,0.011,29,99,0.9909,3.36,0.62,9.6,white,5
3471,7.9,0.3,0.45,6.2,0.054,55,105,0.9925,3.31,0.29,10.6,white,4
3472,10.1,0.75,0.23,2.4,0.128,30,25,0.9961,3.33,0.76,8.4,red,3
3473,5.9,0.29,0.58,7.0,0.066,54,162,0.9937,3.2,0.49,11.5,white,7
3474,7.3,0.18,0.46,0.6,0.011,23,209,0.9966,2.99,0.36,11.3,white,6
3475,6.5,0.38,0.26,1.8,0.019,46,113,1.0002,3.37,0.35,10.0,white,4
3477,7.7,0.21,0.46,5.1,0.009,74,153,0.9921,3.19,0.32,8.3,white,4
3478,9.4,0.59,0.3,5.3,0.034,15,6,0.9946,3.31,0.83,11.8,red,6
3479,6.4,0.25,0.27,7.5,0.055,26,105,0.9965,2.96,0.72,11.7,white,6
3480,6.0,0.18,0.34,7.8,0.018,44,122,0.989,3.05,0.5,10.3,white,6
3481,8.6,0.65,0.25,0.9,0.082,2,32,0.9975,3.16,0.63,10.8,red,6
3482,8.1,0.34,0.34,6.1,0.099,2,154,0.9902,3.12,0.64,10.6,white,6
3483,5.8,0.14,0.32,8.2,0.033,53,35,0.9896,2.96,0.44,11.2,white,7
3484,8.5,0.23,0.14,4.7,0.08,16,65,1.0008,3.5,0.56,11.2,red,7
3485,8.3,0.29,0.48,6.2,0.029,2,88,0.9945,3.17,0.57,13.4,white,8
3486,6.2,0.57,0.01,1.7,0.093,2,13,0.9939,3.45,0.61,11.2,red,5
3487,6.0,0.29,0.45,9.3,0.079,34,124,0.9972,3.16,0.55,11.0,white,7
3488,6.0,0.17,0.19,8.7,0.022,30,39,0.9974,3.26,0.77,8.0,white,6
3489,8.2,0.43,0.03,0.9,0.126,12,78,0.999,3.14,0.8,9.9,red,5
3491,7.1,0.08,0.4,6.0,0.009,42,134,0.9964,3.02,0.65,10.6,white,7
3492,8.2,0.53,0.74,1.0,0.059,2,50,0.9961,3.23,0.74,10.9,red,6
3493,6.1,0.45,0.42,17.7,0.212,26,116,0.9943,3.2,0.3,10.4,white,5
3495,7.2,0.4,0.38,8.4,0.018,78,192,0.9918,3.25,0.42,10.6,white,5
3496,7.5,0.35,0.29,6.1,0.011,7,115,0.9909,3.36,0.56,10.1,white,5
3497,6.2,0.29,0.52,0.6,0.104,38,117,0.9944,3.31,0.32,11.9,white,6
3498,5.8,0.22,0.36,3.9,0.03,45,170,0.9947,3.26,0.45,8.9,white,6
3499,6.8,0.2,0.2,6.2,0.055,29,194,0.9912,3.09,0.57,10.3,white,6
3500,7.5,0.49,0.18,14.0,0.017,57,111,0.9952,3.43,0.49,11.5,white,5
3501,5.7,0.34,0.23,2.6,0.078,25,169,0.9943,2.96,0.52,9.6,white,4
3502,6.1,0.46,0.0,5.1,0.038,1,42,0.9976,3.11,0.52,9.9,red,6
3503,8.4,0.28,0.32,14.7,0.019,37,167,0.9955,3.13,0.73,12.7,white,5
3504,11.5,0.35,0.06,0.9,0.061,6,121,0.9985,3.24,0.38,9.7,red,6
3505,6.9,0.27,0.22,2.2,0.049,13,167,0.996,3.25,0.61,12.6,white,6
3506,5.9,0.66,1.0,2.5,0.067,21,9,0.9959,3.39,0.57,8.6,red,5
3507,5.5,0.18,0.28,7.6,0.017,2,118,0.9937,3.34,0.56,10.8,white,6
3508,5.7,0.4,0.17,0.6,0.009,19,148,0.987,3.34,0.47,9.7,white,4
3509,7.9,0.45,0.13,10.9,0.009,31,225,1.0015,3.52,0.33,10.0,white,4
3510,6.2,0.32,0.41,3.3,0.05,2,112,0.9941,3.17,0.43,13.2,white,7
3512,7.1,0.62,0.89,0.9,0.054,24,6,0.9945,3.28,0.98,8.5,red,6
3513,5.2,0.21,0.1,4.6,0.038,20,122,0.9897,3.22,0.34,9.9,white,4
3514,5.3,0.27,0.4,3.9,0.074,75,176,0.9974,2.91,0.38,11.0,white,5
3515,7.6,0.17,0.45,3.5,0.022,27,146,0.9873,3.15,0.57,11.9,white,7
3516,8.0,0.66,0.02,7.3,0.044,16,52,0.9982,3.14,0.38,10.8,red,6
3517,6.4,0.21,0.2,1.1,0.009,10,43,0.9957,3.21,0.43,11.1,white,8
3518,6.6,0.29,0.5,4.1,0.039,50,157,0.9956,3.28,0.54,9.0,white,4
3519,7.2,0.41,0.09,2.3,0.085,35,173,0.9972,2.88,0.62,11.0,white,4
3520,5.9,0.34,0.45,6.5,0.04,38,109,0.9994,3.08,0.44,9.7,white,5
3521,8.8,0.6,0.25,3.4,0.035,19,36,0.9986,3.18,0.79,9.7,red,4
3522,7.4,0.33,0.0,0.9,0.047,12,51,0.9953,3.14,0.82,11.2,red,7
3524,6.0,0.32,0.31,3.8,0.127,42,107,0.9931,3.37,0.69,8.9,white,5
3525,7.2,0.28,0.4,4.1,0.01,37,111,0.9965,3.11,0.55,12.2,white,5
3526,8.7,0.27,0.35,3.3,0.012,40,123,0.9942,3.1,0.59,11.1,white,6
3527,6.5,0.26,0.14,11.6,0.075,29,231,0.9946,3.08,0.53,10.6,white,4
3528,8.1,0.18,0.32,0.6,0.009,53,151,0.9943,3.24,0.39,10.6,white,6
3530,6.8,0.38,0.5,13.4,0.032,30,136,0.9948,3.08,0.52,10.9,white,4
3531,7.1,0.26,0.3,1.0,0.048,24,113,0.9964,3.13,0.23,10.2,white,4
3532,7.6,0.29,0.37,5.5,0.017,65,153,0.9941,3.25,0.44,12.7,white,7
3534,5.3,0.3,0.4,1.9,0.052,39,145,0.994,3.08,0.58,10.9,white,6
3536,5.9,0.2,0.16,8.2,0.025,22,214,0.9953,3.25,0.49,11.2,white,5
3537,7.0,0.4,0.41,13.6,0.073,50,98,0.9976,3.23,0.38,10.5,white,6
3538,6.0,0.17,0.23,10.7,0.054,39,61,0.9962,3.36,0.57,8.9,white,6
3539,6.6,0.18,0.27,1.1,0.047,28,227,0.9933,3.21,0.45,10.4,white,5
3540,6.4,0.16,0.24,4.2,0.027,43,114,0.993,3.19,0.31,13.1,white,6
3542,6.4,0.35,0.15,2.7,0.039,42,153,0.9947,3.17,0.39,11.8,white,5
3544,6.0,0.37,0.27,6.3,0.012,35,156,0.9938,3.2,0.49,11.7,white,6
3547,6.3,0.72,0.25,2.8,0.14,1,9,1.0008,3.31,0.64,8.5,red,5
3548,6.6,0.22,0.23,5.1,0.058,4,248,0.9953,3.28,0.47,12.3,white,8
3549,7.1,0.34,0.36,0.6,0.038,28,128,0.9928,3.11,0.55,9.5,white,4
3551,8.5,0.42,0.26,9.1,0.056,54,159,0.9974,3.5,0.49,11.5,white,5
3553,8.0,0.32,0.35,3.6,0.06,24,112,0.9956,3.07,0.4,10.7,white,5
3556,6.6,0.37,0.24,10.3,0.02,6,130,0.9944,3.31,0.61,10.7,white,4
3557,7.7,0.33,0.51,10.3,0.011,13,212,0.9934,3.31,0.41,9.4,white,4
3558,8.0,0.29,0.36,1.6,0.086,58,227,0.996,3.14,0.31,9.8,white,3
3560,6.8,0.2,0.36,11.7,0.06,29,157,0.9946,3.31,0.52,10.9,white,6
3562,6.2,0.12,0.21,5.3,0.034,32,110,0.9978,3.36,0.26,11.2,white,6
3564,9.0,0.43,0.05,0.9,0.089,10,40,0.9974,3.27,0.69,9.3,red,6
3565,4.9,0.15,0.53,0.8,0.211,20,115,0.9954,3.48,0.32,11.0,white,5
3566,8.6,0.36,0.83,2.6,0.08,2,74,0.9959,3.32,0.58,10.7,red,7
3567,7.9,0.22,0.04,6.6,0.165,9,107,0.9936,3.38,0.76,9.8,red,6
3568,7.2,0.37,0.52,2.2,0.026,40,208,0.998,3.11,0.45,10.2,white,4
3569,6.5,0.39,0.25,9.9,0.009,47,179,0.9969,3.12,0.54,11.4,white,5
3570,6.3,0.16,0.32,20.4,0.049,54,151,0.9993,3.11,0.58,11.1,white,6
3571,7.2,0.17,0.57,9.5,0.009,20,25,0.9931,3.07,0.44,11.2,white,7
3572,6.8,0.38,0.42,3.8,0.015,4,135,0.9938,3.33,0.32,12.3,white,5
3574,8.2,0.34,0.22,13.7,0.064,65,155,0.9926,3.19,0.46,9.0,white,3
3575,8.2,0.9,0.06,6.4,0.171,4,30,0.999,3.1,0.9,10.7,red,4
3576,7.5,0.38,0.35,7.2,0.092,30,99,0.9903,3.29,0.56,10.7,white,6
3577,5.0,0.33,0.39,2.9,0.05,53,191,0.9911,3.28,0.5,11.2,white,5
3578,7.6,0.23,0.29,0.7,0.051,58,144,0.9928,3.17,0.54,10.6,white,5
3580,7.9,0.4,0.08,9.6,0.088,15,180,0.9966,3.1,0.78,10.6,white,5
3581,7.5,0.34,0.14,0.9,0.066,10,57,0.9979,3.28,0.66,9.7,red,6
3582,4.6,0.42,0.11,6.0,0.135,1,78,0.997,3.65,0.66,11.9,red,8
3583,7.6,0.35,0.25,2.2,0.012,33,121,0.9922,3.23,0.59,8.7,white,4
3585,8.3,0.29,0.36,1.5,0.062,61,158,1.0007,3.16,0.63,12.1,white,5
3586,7.1,0.59,0.62,2.1,0.069,35,40,0.9983,3.03,0.81,10.8,red,6
3587,5.1,0.23,0.5,8.8,0.053,19,47,0.9955,3.16,0.29,11.3,white,6
3588,7.3,0.09,0.39,3.5,0.009,33,71,0.9925,3.1,0.29,11.2,white,7
3590,10.2,0.44,1.0,3.3,0.019,22,57,0.9973,3.49,0.71,12.1,red,5
3591,6.2,0.34,0.36,2.9,0.009,43,152,0.9915,3.25,0.58,12.1,white,7
3592,8.6,0.16,0.28,9.1,0.009,25,151,0.9939,3.38,0.51,12.0,white,7
3593,7.0,0.31,0.39,3.4,0.009,40,150,0.9931,3.16,0.57,10.1,white,6
3594,6.3,0.08,0.38,3.8,0.009,28,134,0.9961,3.55,0.45,11.3,white,7
3595,7.2,0.81,0.1,1.9,0.086,15,17,0.9973,3.25,0.7,10.7,red,4
3596,7.1,0.34,0.33,2.8,0.009,44,137,0.9956,3.23,0.61,11.1,white,6
3598,6.4,0.21,0.29,0.6,0.028,24,142,0.9943,3.16,0.23,10.4,white,5
3599,7.6,0.18,0.29,0.7,0.01,47,103,0.9953,3.19,0.45,13.5,white,8
3600,9.0,0.31,0.33,5.4,0.062,23,84,0.9971,3.36,0.41,9.6,white,7
3601,6.8,0.32,0.45,32.9,0.141,23,99,0.9943,3.31,0.57,10.3,white,7
3602,7.4,0.16,0.32,2.9,0.108,35,142,0.9953,3.16,0.51,10.6,white,4
3603,7.5,0.34,0.32,1.6,0.072,51,178,0.9921,3.42,0.56,12.4,white,6
3605,7.1,0.3,0.31,0.8,0.02,35,111,0.994,3.32,0.62,11.5,white,6
3606,7.4,0.24,0.38,1.0,0.034,62,176,0.9943,3.08,0.36,13.2,white,5
3607,7.2,0.21,0.24,0.9,0.029,73,205,0.9891,3.0,0.56,8.9,white,5
3609,7.7,0.67,0.03,0.9,0.02,22,31,0.9966,3.5,0.45,10.6,red,4
3610,5.1,0.4,0.19,0.6,0.065,33,67,0.9918,3.2,0.42,10.9,white,4
3611,7.7,0.26,0.34,3.8,0.106,22,181,0.9978,3.32,0.35,10.7,white,5
3612,8.8,0.64,0.19,0.9,0.064,7,51,0.9952,3.37,0.5,8.4,red,4
3614,8.1,0.18,0.16,6.8,0.009,24,188,0.994,3.37,0.52,9.9,white,4
3615,7.1,0.14,0.37,0.6,0.012,34,125,0.998,3.05,0.45,13.4,white,7
3616,5.7,0.24,0.41,3.2,0.012,31,136,0.9877,3.32,0.65,9.7,white,5
3617,5.8,0.2,0.4,0.6,0.014,48,193,0.9907,3.41,0.57,11.0,white,7
3618,7.2,0.21,0.3,1.0,0.098,39,94,0.987,3.43,0.5,11.6,white,8
3619,6.2,0.17,0.52,6.8,0.016,29,111,0.9965,3.24,0.53,9.9,white,6
3620,8.7,0.9,0.25,1.8,0.029,7,78,0.9936,3.26,0.63,8.8,red,4
3621,6.0,0.28,0.17,3.4,0.046,25,128,0.9947,3.13,0.59,9.1,white,5
3622,6.8,0.46,0.38,11.2,0.042,5,79,0.9974,3.31,0.66,9.9,white,5
3624,9.1,0.48,0.17,2.5,0.133,71,36,0.9975,3.25,0.8,10.4,red,6
3625,6.5,0.33,0.29,23.7,0.059,29,215,0.9929,3.08,0.37,10.0,white,4
3626,6.5,0.28,0.47,8.2,0.067,28,92,0.9926,3.23,0.69,12.7,white,8
3627,12.6,0.58,0.02,8.6,0.153,15,39,0.9985,3.14,0.73,10.1,red,5
3628,7.5,0.28,0.42,4.6,0.009,16,175,0.9953,3.2,0.47,9.4,white,5
3629,7.1,0.38,0.34,1.9,0.126,47,123,0.9899,3.22,0.51,10.4,white,6
3630,5.6,0.36,0.18,0.9,0.021,32,105,0.993,3.18,0.34,8.7,white,4
3631,6.7,0.38,0.63,2.8,0.05,44,107,0.9988,3.14,0.48,10.8,white,6
3632,6.6,0.22,0.44,1.0,0.11,41,141,0.9971,3.32,0.46,11.1,white,6
3633,7.4,0.36,0.5,9.9,0.071,13,106,0.9941,3.55,0.56,10.7,white,7
3634,6.3,0.21,0.19,18.3,0.009,60,146,0.9919,3.2,0.48,8.3,white,5
3635,12.8,0.81,0.18,3.7,0.138,6,8,0.9979,3.15,0.8,8.6,red,4
3636,7.0,0.71,0.46,1.4,0.075,17,8,0.9952,3.49,0.63,11.1,red,7
3637,7.1,0.3,0.34,18.1,0.02,30,94,0.9964,3.19,0.22,9.4,white,3
3638,6.0,0.27,0.4,6.7,0.025,50,145,0.9952,3.12,0.54,10.5,white,5
3640,8.7,0.42,0.14,1.9,0.138,3,74,0.9968,3.48,0.55,10.0,red,5
3641,6.6,0.38,0.32,1.1,0.139,4,209,0.9964,3.3,0.58,10.9,white,5
3643,7.0,0.12,0.08,3.6,0.02,4,49,0.9953,3.18,0.91,11.1,red,7
3644,5.2,0.09,0.24,3.5,0.009,10,76,0.994,3.31,0.24,10.0,white,5
3645,8.4,0.76,0.4,1.1,0.111,24,24,0.9955,3.45,0.46,9.5,red,4
3646,6.7,0.18,0.36,15.7,0.046,29,114,0.9977,3.22,0.45,10.9,white,6
3647,6.7,0.35,0.32,1.6,0.009,71,90,0.9933,3.18,0.48,11.4,white,6
3648,9.7,0.55,0.0,0.9,0.012,12,31,0.9929,3.26,0.8,11.3,red,6
3650,6.6,0.15,0.34,2.3,0.011,3,127,0.9954,3.05,0.27,9.3,white,4
3652,8.0,0.16,0.31,15.3,0.01,46,216,0.9961,3.27,0.52,9.0,white,4
3653,6.8,0.23,0.31,3.8,0.009,23,142,0.9975,3.18,0.53,10.5,white,6
3654,8.9,0.74,0.23,0.9,0.113,18,134,0.9954,3.67,0.63,10.4,red,5
3655,7.6,0.56,0.17,2.3,0.142,30,13,0.9966,3.15,0.71,10.0,red,4
3656,6.8,0.23,0.44,2.6,0.049,2,142,0.9934,3.14,0.35,10.4,white,5
3657,6.9,0.19,0.31,2.2,0.125,66,186,0.997,3.22,0.55,8.2,white,4
3658,6.4,0.19,0.41,0.6,0.011,23,145,0.9878,3.1,0.36,10.7,white,6
3659,6.1,0.41,0.29,1.6,0.016,17,107,0.9937,3.22,0.76,10.8,white,6
3662,6.7,0.33,0.31,0.7,0.048,22,242,0.9919,3.31,0.52,12.1,white,4
3663,8.7,0.64,0.12,0.9,0.012,7,23,0.993,3.51,0.85,9.3,red,6
3664,5.9,0.34,0.39,10.6,0.044,49,43,0.9911,3.13,0.66,11.9,white,7
3665,8.3,0.25,0.28,10.3,0.019,22,165,0.9907,3.46,0.68,9.3,white,6
3666,7.9,0.3,0.3,7.5,0.009,34,212,0.9953,3.31,0.62,11.3,white,5
3667,6.4,0.37,0.28,9.9,0.009,28,113,0.9913,3.12,0.64,9.8,white,5
3668,9.0,0.36,0.23,2.4,0.084,32,15,1.0003,3.41,0.65,9.9,red,7
3669,7.2,0.3,0.48,9.5,0.046,32,240,0.9948,3.1,0.43,10.7,white,4
3670,6.9,0.26,0.51,22.1,0.055,50,191,0.9937,3.08,0.53,11.0,white,6
3671,9.0,0.73,0.36,2.1,0.091,4,49,0.9965,3.14,0.76,8.7,red,3
3672,12.7,0.65,0.37,4.6,0.156,35,115,0.9998,3.1,0.57,9.7,red,4
3677,6.4,0.3,0.48,11.1,0.01,22,101,0.9897,3.0,0.48,9.3,white,6
3678,6.0,0.36,0.19,0.9,0.118,10,6,0.9996,3.55,0.83,10.4,red,8
3679,6.5,0.49,0.27,9.6,0.034,60,155,0.9929,3.16,0.59,8.3,white,4
3680,6.6,0.45,0.18,0.6,0.058,17,233,0.9896,3.36,0.3,8.3,white,3
3682,6.4,0.24,0.4,8.1,0.094,55,164,0.9929,3.11,0.29,11.5,white,4
3685,6.7,0.2,0.34,4.0,0.009,47,89,0.996,2.98,0.49,10.6,white,6
3686,6.8,0.27,0.21,0.6,0.009,49,161,0.9939,3.21,0.6,10.4,white,6
3688,10.1,0.88,0.11,2.1,0.149,1,86,0.9968,3.11,0.57,10.8,red,4
3689,7.5,0.44,0.18,6.5,0.082,31,142,0.9938,3.37,0.55,10.6,white,5
3691,6.9,0.08,0.12,2.8,0.009,53,70,0.9966,3.09,0.55,12.2,white,8
3693,5.4,0.61,0.28,0.9,0.131,4,42,0.9973,3.33,0.56,8.4,red,3
3694,7.3,0.43,0.25,0.8,0.009,38,181,0.9964,3.45,0.53,11.6,white,5
3695,6.3,0.54,0.26,11.5,0.06,44,91,0.9925,3.26,0.54,10.3,white,4
3696,6.9,0.28,0.1,15.7,0.142,18,111,0.9945,3.04,0.59,8.9,white,4
3697,5.1,0.37,0.3,3.3,0.015,35,138,0.994,3.1,0.55,9.1,white,4
3698,6.4,0.26,0.49,1.4,0.137,35,141,0.993,3.22,0.54,11.1,white,8
3699,6.3,0.35,0.2,10.7,0.016,44,156,0.996,3.17,0.48,10.2,white,5
3700,4.5,0.28,0.37,0.7,0.051,40,164,0.9956,3.41,0.33,12.6,white,5
3702,9.5,0.53,0.06,2.8,0.069,9,51,0.9966,3.46,0.49,10.2,red,5
3703,8.4,0.61,0.1,1.2,0.13,31,98,0.9964,3.04,0.76,11.1,red,7
3704,7.4,0.35,0.35,1.4,0.024,51,199,1.0005,3.12,0.56,9.0,white,5
3705,7.8,0.5,1.0,0.9,0.102,36,30,0.9985,3.53,0.87,10.9,red,8
3706,7.4,0.58,0.21,0.9,0.158,2,6,0.9953,3.37,0.34,9.4,red,3
3707,6.8,0.27,0.82,1.2,0.059,13,70,0.9943,3.07,0.54,9.2,red,6
3708,8.4,0.14,0.33,0.6,0.137,24,154,0.9963,3.01,0.43,9.5,white,6
3710,10.9,0.62,0.22,8.6,0.09,7,163,0.9949,3.27,0.54,11.7,red,4
3711,6.8,0.39,0.15,5.3,0.081,50,102,0.994,3.31,0.22,10.0,white,5
3712,7.2,0.31,0.43,2.0,0.031,51,153,0.9929,3.19,0.47,10.8,white,5
3714,8.0,0.29,0.28,5.3,0.012,39,110,0.9941,3.43,0.22,13.2,white,6
3715,6.2,0.2,0.36,4.6,0.049,42,157,0.9913,2.98,0.62,10.4,white,5
3717,8.0,0.36,0.18,3.6,0.012,42,163,0.9958,2.98,0.63,10.1,white,4
3718,7.3,0.36,0.35,15.6,0.023,37,109,0.9941,3.19,0.63,12.3,white,6
3719,7.4,0.7,0.02,0.9,0.018,7,6,0.9987,3.37,0.67,9.0,red,4
3720,6.3,0.19,0.46,5.5,0.023,58,156,0.9887,3.2,0.65,10.0,white,8
3722,6.2,0.1,0.08,2.3,0.009,23,205,0.9958,2.84,0.53,10.8,white,5
3723,5.5,0.12,0.38,5.1,0.073,31,126,0.9935,2.98,0.55,11.3,white,7
3724,7.4,0.35,0.43,10.7,0.14,46,122,0.9945,3.3,0.61,11.7,white,6
3726,9.4,0.49,0.01,3.2,0.118,1,9,0.9996,3.43,0.33,9.8,red,5
3727,10.8,0.37,0.27,0.9,0.045,14,40,0.9953,3.5,0.53,10.2,red,6
3728,6.7,0.27,0.46,3.1,0.046,44,117,0.9919,3.11,0.51,12.0,white,6
3729,8.8,0.73,0.14,1.9,0.077,9,99,0.9966,3.16,0.8,10.0,red,5
3731,6.5,0.26,0.27,6.4,0.02,23,167,0.9894,3.32,0.56,10.2,white,5
3733,6.1,0.27,0.41,1.1,0.035,43,199,0.993,3.32,0.42,8.0,white,3
3734,5.4,0.3,0.32,5.0,0.061,69,144,0.9943,2.83,0.48,10.5,white,5
3736,7.1,0.42,0.36,0.6,0.033,27,124,1.0006,3.2,0.22,9.1,white,3
3737,7.2,0.27,0.22,11.1,0.074,48,243,0.9979,3.15,0.37,10.2,white,4
3738,8.9,0.51,0.53,0.9,0.059,6,86,0.9978,3.14,0.57,11.9,red,5
3739,6.4,0.18,0.36,1.4,0.082,19,194,0.9971,2.91,0.62,9.8,white,6
3740,7.4,0.08,0.25,27.7,0.012,41,160,0.9957,3.05,0.48,10.8,white,7
3741,9.2,0.61,0.79,5.7,0.012,43,71,0.9948,3.28,0.39,11.2,red,5
3742,5.5,0.26,0.41,22.6,0.009,2,80,0.9893,3.17,0.37,11.1,white,7
3743,7.3,0.25,0.27,5.6,0.009,55,88,0.9926,3.19,0.53,10.9,white,7
3744,7.4,0.4,0.27,4.4,0.043,16,203,0.9909,3.23,0.49,11.7,white,5
3745,7.0,0.11,0.28,15.5,0.046,34,96,0.9941,2.78,0.57,12.5,white,8
3746,5.4,0.42,0.51,0.6,0.009,44,67,0.9976,3.06,0.41,10.2,white,5
3747,7.7,0.23,0.31,5.2,0.036,25,123,0.992,3.0,0.81,10.3,white,5
3748,4.6,0.18,0.3,6.6,0.019,44,205,0.9886,3.03,0.64,11.2,white,6
3750,5.9,0.35,0.37,5.9,0.009,33,155,0.9959,3.04,0.42,12.8,white,5
3751,6.7,0.27,0.52,0.9,0.009,37,112,0.9964,3.24,0.52,11.0,white,6
