id,size_sqft,property_type,bedrooms,latitude,longitude,locality,suburb,monthly_rent,metro_dist_km,airport_dist_km,aiims_dist_km,railway_station_dist_km,suburb_locality_count,center_dist_km,log_size,bedrooms_per_100sqft,avg_landmark_dist,property_type_freq,locality_grouped
11092,1000,Apartment,2,28.6322,77.3081,Patparganj,Delhi East,26000,0.1836,23.4729,12.1912,8.6105,49,7.769,6.9078,0.2,11.115,5694,Patparganj
11093,2250,Independent Floor,4,28.658,77.0909,Paschim Vihar,West Delhi,45000,2.3844,11.4471,15.2598,12.8195,39,11.092,7.7187,0.1778,10.478,11151,Paschim Vihar
11094,800,Independent Floor,2,28.7,77.2744,Shahdara,Delhi East,11000,1.0202,24.5543,16.1326,8.3276,49,9.051,6.6846,0.25,12.509,11151,Shahdara
11095,419,Independent Floor,1,28.5223,77.2849,Okhla Phase I,Other,9000,0.797,19.925,9.0149,14.6441,442,13.432,6.0379,0.2387,11.095,11151,Okhla Phase I
11096,1000,Independent Floor,2,28.6413,77.116,Rajouri Garden,West Delhi,37000,0.4035,10.0517,12.1918,10.2365,39,8.628,6.9078,0.2,8.221,11151,Rajouri Garden
11097,1100,Apartment,1,28.5819,77.0679,Sector 10 Dwarka,Dwarka,35000,0.8773,3.4081,13.7852,16.3465,72,13.793,7.0031,0.0909,8.604,5694,Sector 10 Dwarka
11098,2250,Apartment,4,28.5564,77.06,Sector 22 Dwarka,Dwarka,40000,0.5161,2.4169,14.505,18.3379,72,15.709,7.7187,0.1778,8.944,5694,Sector 22 Dwarka
11099,1500,Apartment,2,28.7081,77.118,Sector7 Rohini,Other,21000,0.7781,17.2837,17.9465,12.4478,442,11.944,7.3132,0.1333,12.114,5694,Other
11100,1100,Independent Floor,3,28.7377,77.1223,Rohini sector 16,West Delhi,29000,1.6124,20.5863,20.6932,14.3385,39,14.256,7.0031,0.2727,14.308,11151,Rohini sector 16
11101,4725,Independent Floor,4,28.5641,77.1562,Vasant Vihar,Delhi South,225000,0.8439,7.0717,5.0592,10.6698,51,9.082,8.4606,0.0847,5.911,11151,Vasant Vihar
11102,3600,Independent Floor,3,28.6281,77.1401,Naraina,Delhi Central,100000,0.5678,9.7607,9.4802,8.0195,55,6.518,8.1887,0.0833,6.957,11151,Naraina
11103,300,Apartment,1,28.5227,77.2136,Saket,Delhi South,6000,1.2113,13.1165,4.9285,13.2078,51,12.081,5.7038,0.3333,8.116,5694,Saket
11104,300,Apartment,1,28.5944,77.307,New Ashok Nagar,Delhi East,6500,0.8026,22.1903,10.1751,9.9405,49,8.715,5.7038,0.3333,10.777,5694,New Ashok Nagar
11106,1350,Independent Floor,3,28.7043,77.15,Poorvi Pitampura,Other,46000,0.9671,17.7493,16.2519,9.7978,442,9.876,7.2079,0.2222,11.192,11151,Poorvi Pitampura
11107,2130,Apartment,2,28.5597,77.0559,Sector 22 Dwarka,Dwarka,32000,0.862,2.8607,14.8801,18.5015,72,15.819,7.6639,0.0939,9.276,5694,Sector 22 Dwarka
11109,1400,Independent Floor,2,28.5283,77.2526,Alaknanda,Delhi South,30000,1.9411,16.6926,6.1183,12.9472,51,11.852,7.2442,0.1429,9.425,11151,Alaknanda
11110,2750,Independent Floor,4,28.5587,77.2161,Neeti Bagh,Other,150000,0.9579,12.8704,1.2154,9.2071,442,8.078,7.9194,0.1455,6.063,11151,Neeti Bagh
11112,1200,Apartment,2,28.5949,77.0652,Sector 6 Dwarka,Dwarka,32000,1.6027,4.8302,14.2953,16.0672,72,13.503,7.0901,0.1667,9.199,5694,Sector 6 Dwarka
11113,1200,Independent Floor,3,28.6353,77.225,Chittaranjan Park,Other,50000,0.5294,16.3648,7.7693,0.8245,442,0.822,7.0901,0.25,6.372,11151,Chittaranjan Park
11114,2700,Independent Floor,4,28.6579,77.0906,Paschim Vihar,West Delhi,60000,2.3833,11.427,15.2658,12.8413,39,11.108,7.901,0.1481,10.479,11151,Paschim Vihar
11115,1400,Independent Floor,3,28.6483,77.1325,Ramesh Nagar,Delhi Central,34000,0.5253,11.3623,11.6497,8.6522,55,7.395,7.2442,0.2143,8.047,11151,Ramesh Nagar
11116,600,Apartment,1,28.5854,77.043,Sector 19 Dwarka,Dwarka,18000,0.6403,5.2971,16.2541,18.4649,72,15.626,6.3969,0.1667,10.164,5694,Sector 19 Dwarka
11117,875,Apartment,2,28.5343,77.2084,Sheikh Sarai,Delhi Central,20000,0.7971,12.323,3.6114,11.9659,55,10.815,6.7742,0.2286,7.174,5694,Sheikh Sarai
11118,965,Independent Floor,3,28.6451,77.1664,Patel Nagar,Delhi Central,28000,0.277,12.8054,9.5743,5.3208,55,4.534,6.8721,0.3109,6.994,11151,Patel Nagar
11119,850,Apartment,2,28.4981,77.1891,Chattarpur,Delhi South,13000,1.665,12.0043,7.8417,16.2168,51,14.996,6.7452,0.2353,9.432,5694,Chattarpur
11121,320,Independent Floor,1,28.7127,77.1629,Shalimar Bagh,Delhi North,18000,0.8686,19.0929,16.7533,9.6903,8,10.111,5.7683,0.3125,11.601,11151,Shalimar Bagh
11122,490,Independent Floor,2,28.6218,77.0558,Uttam Nagar,West Delhi,12000,0.0455,7.9294,16.0644,16.2743,39,13.718,6.1944,0.4082,10.078,11151,Uttam Nagar
11124,300,Independent Floor,1,28.4986,77.188,Chattarpur,Delhi South,6500,1.5539,11.8831,7.8074,16.177,51,14.95,5.7038,0.3333,9.355,11151,Chattarpur
11125,450,Independent Floor,2,28.6066,77.2937,mayur vihar phase 1,Delhi East,15000,0.4723,21.2342,9.4846,8.1283,49,7.103,6.1092,0.4444,9.83,11151,mayur vihar phase 1
11126,900,Independent Floor,2,28.5813,77.242,Jangpura Extension,Other,37000,0.3211,15.663,3.7023,7.0135,442,5.975,6.8024,0.2222,6.675,11151,Jangpura Extension
11127,700,Apartment,1,28.6626,77.0948,Paschim Vihar,West Delhi,15000,1.9043,11.9812,15.3249,12.5271,39,10.924,6.5511,0.1429,10.434,5694,Paschim Vihar
11128,400,Independent Floor,1,28.6005,77.2937,Mayur Vihar 1 Extension,Delhi East,9700,0.633,21.0622,9.1904,8.4714,49,7.392,5.9915,0.25,9.839,11151,Other
11129,775,Independent Floor,1,28.5334,77.215,Khirki Extension,Other,16500,1.1146,12.9747,3.7764,12.0177,442,10.892,6.6529,0.129,7.471,11151,Khirki Extension
11130,550,Independent Floor,1,28.6433,77.1328,Mansarover Garden,West Delhi,15000,0.7397,10.8668,11.2014,8.5932,39,7.248,6.3099,0.1818,7.85,11151,Mansarover Garden
11132,950,Apartment,2,28.5967,77.0696,Sector 2 Dwarka,Dwarka,12000,1.2601,4.8603,13.915,15.592,72,13.083,6.8565,0.2105,8.907,5694,Sector 2 Dwarka
11133,1000,Independent Floor,2,28.7031,77.1844,Gujranwala Town,North Delhi,25000,0.6306,19.1063,15.2761,7.6779,17,8.412,6.9078,0.2,10.673,11151,Gujranwala Town
11134,1200,Apartment,1,28.5996,77.0438,Sector 12 Dwarka,Dwarka,24000,0.8592,6.366,16.4521,17.9223,72,15.121,7.0901,0.0833,10.4,5694,Sector 12 Dwarka
11136,782,Independent Floor,1,28.6503,77.1638,Patel Nagar,Delhi Central,16500,0.634,13.11,10.2026,5.6403,55,4.955,6.6619,0.1279,7.397,11151,Patel Nagar
11137,590,Apartment,1,28.5145,77.2037,Paryavaran Complex Main,Other,11000,0.7405,12.475,5.8136,14.1921,442,13.031,6.3801,0.1695,8.305,5694,Paryavaran Complex Main
11139,1800,Independent Floor,2,28.6753,77.0861,Paschim Vihar,West Delhi,29000,0.7985,13.3412,16.9108,13.6727,39,12.116,7.4955,0.1111,11.181,11151,Paschim Vihar
11140,1800,Independent Floor,3,28.6353,77.225,Chittaranjan Park,Other,45000,0.5294,16.3648,7.7693,0.8245,442,0.822,7.4955,0.1667,6.372,11151,Chittaranjan Park
11141,2000,Independent Floor,3,28.6964,77.1269,Saraswati Vihar,West Delhi,39000,0.9198,16.217,16.3895,10.9881,39,10.493,7.6009,0.15,11.129,11151,Other
11144,1600,Apartment,4,28.7173,77.1301,Sector 13 Rohini,Rohini,27000,1.1461,18.5406,18.3243,12.1923,12,12.038,7.3778,0.25,12.551,5694,Sector 13 Rohini
11146,1950,Apartment,3,28.5811,77.0575,Sector 10 Dwarka,Dwarka,40000,0.0634,3.9334,14.7882,17.3174,72,14.644,7.5756,0.1538,9.026,5694,Sector 10 Dwarka
11147,542,Independent Floor,1,28.6409,77.1849,Rajinder Nagar,Delhi West,13000,0.4904,13.6682,8.504,3.5054,4,2.899,6.2953,0.1845,6.542,11151,Rajinder Nagar
11148,1800,Apartment,3,28.5978,77.0698,Sector 2 Dwarka,Dwarka,35000,1.2655,4.9706,13.9296,15.5397,72,13.036,7.4955,0.1667,8.926,5694,Sector 2 Dwarka
11149,1000,Independent Floor,2,28.655,77.1321,Bali Nagar,Delhi Central,18000,0.2292,12.0222,12.2548,8.7859,55,7.648,6.9078,0.2,8.323,11151,Bali Nagar
11152,1100,Apartment,2,28.6196,77.3025,Mayur Vihar II,Delhi East,22000,0.2789,22.48,10.9513,8.3605,49,7.408,7.0031,0.1818,10.518,5694,Mayur Vihar II
11153,1800,Independent Floor,3,28.5655,77.2382,Lajpat Nagar,Delhi South,65000,0.4337,15.0659,2.975,8.6129,51,7.546,7.4955,0.1667,6.772,11151,Lajpat Nagar
11154,3600,Independent Floor,4,28.5641,77.1562,Vasant Vihar,Delhi South,150000,0.8439,7.0717,5.0592,10.6698,51,9.082,8.1887,0.1111,5.911,11151,Vasant Vihar
11155,1150,Apartment,2,28.531,77.2091,Sheikh Sarai,Delhi Central,40000,0.6252,12.4606,3.9723,12.3171,55,11.17,7.0475,0.1739,7.344,5694,Sheikh Sarai
11156,1800,Independent Floor,3,28.559,77.2125,Gulmohar park,Delhi South,55000,0.5974,12.5127,0.9813,9.1988,51,8.053,7.4955,0.1667,5.823,11151,Gulmohar park
11157,900,Independent Floor,2,28.5004,77.2072,Neb Sarai,Delhi South,13000,2.3255,13.4245,7.3606,15.7104,51,14.569,6.8024,0.2222,9.705,11151,Neb Sarai
11159,452,Independent Floor,1,28.6457,77.1685,Patel Nagar,Delhi Central,14000,0.1089,12.9824,9.552,5.1267,55,4.394,6.1137,0.2212,6.942,11151,Patel Nagar
11160,700,Apartment,1,28.7223,77.1278,Sector 13 Rohini,Rohini,17000,1.4567,19.0267,18.9227,12.7408,12,12.6,6.5511,0.1429,13.037,5694,Sector 13 Rohini
11161,4500,Independent Floor,4,28.5901,77.2499,Nizamuddin East,Delhi South,300000,0.6253,16.632,4.8582,6.3977,51,5.398,8.4118,0.0889,7.128,11151,Other
11163,540,Independent Floor,2,28.6231,77.0404,Dwarka Mor,West Delhi,10000,0.5547,8.7091,17.517,17.746,39,15.011,6.2916,0.3704,11.132,11151,Dwarka Mor
11164,900,Independent Floor,2,28.5337,77.21,Malviya Nagar,Delhi South,24000,0.8651,12.4889,3.6763,12.0099,51,10.865,6.8024,0.2222,7.26,11151,Malviya Nagar
11166,800,Independent Floor,2,28.4939,77.1859,Chattarpur,Delhi South,12000,1.7641,11.9911,8.3672,16.7322,51,15.498,6.6846,0.25,9.714,11151,Chattarpur
11167,500,Independent Floor,1,28.5992,77.2961,Mayur Vihar,Delhi East,10000,0.5772,21.2618,9.3542,8.7518,49,7.644,6.2146,0.2,9.986,11151,Mayur Vihar
11168,550,Apartment,1,28.6019,77.3134,Vasundhara Enclave,Delhi East,15500,1.3951,22.9747,11.0349,10.0841,49,8.854,6.3099,0.1818,11.372,5694,Vasundhara Enclave
11170,900,Independent Floor,2,28.6097,77.2918,mayur vihar phase 1,Delhi East,16500,0.6035,21.1533,9.4906,7.8019,49,6.824,6.8024,0.2222,9.762,11151,mayur vihar phase 1
11173,350,Independent Floor,1,28.6427,77.1715,Patel Nagar,Delhi Central,15000,0.3362,12.9167,9.129,4.8146,55,4.042,5.8579,0.2857,6.799,11151,Patel Nagar
11174,1650,Apartment,3,28.5837,77.0373,Sector-18 Dwarka,Other,26000,1.0122,5.6269,16.7858,19.0553,442,16.147,7.4085,0.1818,10.62,5694,Sector-18 Dwarka
11175,4000,Apartment,4,28.5306,77.2031,Sheikh Sarai,Delhi Central,150000,0.2141,11.8969,4.0441,12.4321,55,11.259,8.294,0.1,7.147,5694,Sheikh Sarai
11176,780,Independent Floor,2,28.6562,77.1714,Patel Nagar,Delhi Central,25000,1.2508,14.0691,10.5194,5.0796,55,4.725,6.6593,0.2564,7.73,11151,Patel Nagar
11177,1800,Independent Floor,3,28.5213,77.2112,Saket,Delhi South,55000,1.067,12.9318,5.0555,13.3709,51,12.236,7.4955,0.1667,8.106,11151,Saket
11179,1800,Apartment,4,28.6016,77.0371,Sector 13 Dwarka,Dwarka,35000,0.6118,6.9639,17.1407,18.4988,72,15.625,7.4955,0.2222,10.804,5694,Sector 13 Dwarka
11180,1250,Independent Floor,3,28.617,77.3008,Mayur Vihar Phase 2,Other,27000,0.5517,22.2379,10.6618,8.3031,442,7.332,7.1309,0.24,10.439,11151,Mayur Vihar Phase 2
11181,900,Independent Floor,2,28.5102,77.2003,Sainik Farms,Delhi South,20000,1.1509,12.3574,6.3262,14.7138,51,13.54,6.8024,0.2222,8.637,11151,Sainik Farms
11182,1200,Independent Floor,2,28.7159,77.1911,Model Town,North Delhi,25000,1.4437,20.6526,16.596,8.7159,17,9.616,7.0901,0.1667,11.852,11151,Model Town
11184,900,Independent Floor,2,28.6485,77.1309,Ramesh Nagar,Delhi Central,25000,0.4943,11.3215,11.7686,8.8104,55,7.533,6.8024,0.2222,8.099,11151,Ramesh Nagar
11185,1200,Independent Floor,2,28.6436,77.1213,Rajouri Garden,West Delhi,28000,0.6162,10.4605,11.9925,9.7185,39,8.217,7.0901,0.1667,8.197,11151,Rajouri Garden
11186,900,Independent Floor,3,28.668,77.1032,Paschim Vihar,West Delhi,26500,1.1792,12.6657,15.1722,11.8463,39,10.46,6.8024,0.3333,10.216,11151,Paschim Vihar
11188,1000,Independent Floor,4,28.6502,77.3027,Anand Vihar,Delhi East,60000,0.2625,23.7985,13.0955,8.0728,49,7.6,6.9078,0.4,11.307,11151,Anand Vihar
11189,900,Independent Floor,2,28.5352,77.2111,Malviya Nagar,Delhi South,28000,1.036,12.5624,3.5229,11.84,51,10.699,6.8024,0.2222,7.24,11151,Malviya Nagar
11191,1000,Apartment,1,28.5246,77.1491,Vasant Kunj,Delhi South,30000,3.0486,7.1496,7.4115,14.7492,51,13.186,6.9078,0.1,8.09,5694,Vasant Kunj
11193,900,Independent Floor,2,28.5002,77.1865,Chattarpur,Delhi South,14500,1.3314,11.6628,7.6758,16.0344,51,14.798,6.8024,0.2222,9.176,11151,Chattarpur
11194,2700,Independent Floor,4,28.6956,77.1406,Kohat Enclave,West Delhi,90000,0.2728,16.5204,15.7035,9.8442,39,9.611,7.901,0.1481,10.585,11151,Kohat Enclave
11195,800,Independent House,3,28.4997,77.1954,Maidan Garhi,Delhi South,17000,1.7028,12.4411,7.5373,15.9268,51,14.737,6.6846,0.375,9.402,861,Maidan Garhi
11196,1150,Independent Floor,3,28.6446,77.1692,Patel Nagar,Delhi Central,36000,0.0481,12.9319,9.4085,5.0452,55,4.292,7.0475,0.2609,6.858,11151,Patel Nagar
11197,570,Independent Floor,2,28.6189,77.0319,Dwarka More,Delhi West,9000,0.1556,8.7679,18.1436,18.6315,4,15.768,6.3456,0.3509,11.425,11151,Other
11198,1450,Independent Floor,3,28.5566,77.2106,Gulmohar park,Delhi South,70000,0.5229,12.3246,1.1652,9.4784,51,8.325,7.2793,0.2069,5.873,11151,Gulmohar park
11201,450,Independent Floor,1,28.7119,77.1879,Model Town,North Delhi,15000,0.934,20.1221,16.1971,8.4189,17,9.259,6.1092,0.2222,11.418,11151,Model Town
11202,1550,Apartment,2,28.6044,77.0519,Sector 4 Dwarka,Dwarka,12500,1.7386,6.3557,15.8053,17.0112,72,14.322,7.346,0.129,10.228,5694,Sector 4 Dwarka
11203,1100,Independent Floor,3,28.7285,77.0881,Rohini sector 24,West Delhi,19000,2.0305,19.238,21.3939,16.1363,39,15.339,7.0031,0.2727,14.7,11151,Rohini sector 24
11204,1800,Independent Floor,3,28.5586,77.2587,East of Kailash,Delhi South,75000,0.604,17.029,5.0582,9.9276,51,8.84,7.4955,0.1667,8.155,11151,East of Kailash
11205,658,Independent House,1,28.6518,77.1645,Patel Nagar,Delhi Central,9000,0.6689,13.2783,10.3268,5.6112,55,4.98,6.4892,0.152,7.471,861,Patel Nagar
11206,1800,Apartment,3,28.5894,77.0688,Sector 7 Dwarka,Dwarka,28000,1.2216,4.1299,13.8244,15.9417,72,13.408,7.4955,0.1667,8.779,5694,Sector 7 Dwarka
11207,450,Independent Floor,2,28.6195,77.055,Uttam Nagar,West Delhi,10500,0.2842,7.7305,16.0471,16.3877,39,13.808,6.1092,0.4444,10.112,11151,Uttam Nagar
11209,1350,Apartment,3,28.6353,77.225,Rohini Sector 9,Other,30000,0.5294,16.3648,7.7693,0.8245,442,0.822,7.2079,0.2222,6.372,5694,Rohini Sector 9
11210,900,Independent Floor,2,28.6459,77.1681,Patel Nagar,Delhi Central,22000,0.1523,12.9728,9.5868,5.1687,55,4.434,6.8024,0.2222,6.97,11151,Patel Nagar
11211,900,Independent Floor,2,28.651,77.1649,Patel Nagar,Delhi Central,35000,0.7198,13.2347,10.2301,5.5514,55,4.907,6.8024,0.2222,7.434,11151,Patel Nagar
11213,1500,Apartment,3,28.596,77.3145,Dwarka Sector 7,Dwarka,23000,1.2578,22.9414,10.926,10.4764,72,9.198,7.3132,0.2,11.4,5694,Dwarka Sector 7
11214,1050,Independent Floor,2,28.5914,77.0932,Palam,Dwarka,10500,1.1808,4.1294,11.5398,13.6614,72,11.405,6.9565,0.1905,7.628,11151,Palam
11215,1500,Apartment,3,28.5965,77.066,Sector 6 Dwarka,Dwarka,25000,1.5759,4.9618,14.254,15.9324,72,13.382,7.3132,0.2,9.181,5694,Sector 6 Dwarka
11216,2200,Independent Floor,4,28.6359,77.1791,Rajinder Nagar,Delhi West,90000,0.7123,12.877,8.146,4.1187,4,3.232,7.6962,0.1818,6.464,11151,Rajinder Nagar
11218,800,Apartment,2,28.4964,77.1819,Chattarpur,Delhi South,18000,1.3176,11.516,8.212,16.5466,51,15.287,6.6846,0.25,9.398,5694,Chattarpur
11220,600,Independent House,1,28.4964,77.182,Chattarpur,Delhi South,11000,1.3213,11.5252,8.2034,16.539,51,15.28,6.3969,0.1667,9.397,861,Chattarpur
11221,600,Independent Floor,1,28.6531,77.1694,Patel Nagar,Delhi Central,20000,0.8898,13.678,10.2666,5.1705,55,4.679,6.3969,0.1667,7.501,11151,Patel Nagar
11223,1000,Independent Floor,2,28.6726,77.3143,Vivek Vihar,Delhi East,14500,0.3795,25.9696,15.6777,9.7682,49,9.467,6.9078,0.2,12.949,11151,Vivek Vihar
11224,950,Apartment,2,28.625,77.0291,Bhagwati Garden Extension,West Delhi,13000,0.766,9.4873,18.6327,18.8264,39,15.963,6.8565,0.2105,11.928,5694,Other
11225,360,Independent Floor,1,28.5906,77.3046,New Ashok Nagar,Delhi East,8000,0.3463,21.8818,9.8321,9.9756,49,8.748,5.8861,0.2778,10.509,11151,New Ashok Nagar
11226,950,Apartment,2,28.6295,77.3123,i p extension patparganj,Delhi Central,20000,0.3505,23.7562,12.3604,9.0615,55,8.132,6.8565,0.2105,11.382,5694,i p extension patparganj
11227,2200,Apartment,4,28.5931,77.0354,Sector 12 Dwarka,Dwarka,45000,0.5238,6.4172,17.115,18.9036,72,15.988,7.6962,0.1818,10.74,5694,Sector 12 Dwarka
11228,1666,Apartment,3,28.6323,77.342,Delhi Meerut Expressway,Other,21500,1.9545,26.5934,14.9978,11.9053,442,10.65,7.4182,0.1801,13.863,5694,Delhi Meerut Expressway
11230,950,Apartment,2,28.7216,77.1285,Sector 13 Rohini,Rohini,20000,1.4763,18.9678,18.8236,12.6365,12,12.501,6.8565,0.2105,12.976,5694,Sector 13 Rohini
11231,1350,Apartment,2,28.5479,77.2031,Hauz Khas,Delhi South,60000,0.5716,11.6171,2.1518,10.5381,51,9.352,7.2079,0.1481,6.22,5694,Hauz Khas
11232,1000,Independent Floor,2,28.6974,77.1895,Gujranwala Town,North Delhi,40000,0.7396,18.8259,14.5757,6.8837,17,7.669,6.9078,0.2,10.256,11151,Gujranwala Town
11233,1200,Independent Floor,3,28.5157,77.2032,Sainik Farms,Delhi South,20000,0.6093,12.3907,5.6918,14.0728,51,12.909,7.0901,0.25,8.191,11151,Sainik Farms
11235,680,Independent Floor,1,28.6941,77.153,Pitampura,North Delhi,11000,0.2102,16.8105,15.0805,8.7985,17,8.803,6.5221,0.1471,10.225,11151,Pitampura
11236,1350,Independent Floor,2,28.6511,77.1327,Ramesh Nagar,Delhi Central,40000,0.2388,11.6499,11.8788,8.6666,55,7.464,7.2079,0.1481,8.109,11151,Ramesh Nagar
11237,765,Independent Floor,1,28.6518,77.1645,Patel Nagar,Delhi Central,11500,0.6689,13.2783,10.3268,5.6112,55,4.98,6.6399,0.1307,7.471,11151,Patel Nagar
11238,700,Independent Floor,1,28.6513,77.1297,Ramesh Nagar,Delhi Central,14000,0.2541,11.5591,12.0835,8.9615,55,7.716,6.5511,0.1429,8.215,11151,Ramesh Nagar
11239,1550,Apartment,3,28.5926,77.0649,Sector 6 Dwarka,Dwarka,25000,1.4607,4.6049,14.269,16.1796,72,13.607,7.346,0.1935,9.129,5694,Sector 6 Dwarka
11240,1800,Independent Floor,2,28.534,77.2053,Malviya Nagar,Delhi South,45000,0.6235,12.03,3.6475,12.0283,51,10.863,7.4955,0.1111,7.082,11151,Malviya Nagar
11241,542,Independent Floor,1,28.6489,77.1666,Patel Nagar,Delhi Central,10500,0.495,13.1446,9.9416,5.3441,55,4.671,6.2953,0.1845,7.231,11151,Patel Nagar
11242,1350,Apartment,2,28.5921,77.0262,dwarka sector 17,Dwarka,32000,0.8853,7.0498,17.9832,19.7978,72,16.771,7.2079,0.1481,11.429,5694,Other
11243,680,Independent House,1,28.655,77.1692,Patel Nagar,Delhi Central,14000,1.1076,13.8377,10.4784,5.2508,55,4.812,6.5221,0.1471,7.669,861,Patel Nagar
11244,2250,Apartment,4,28.5956,77.0426,Sector 12 Dwarka,Dwarka,55000,0.4081,6.0996,16.4671,18.1481,72,15.323,7.7187,0.1778,10.281,5694,Sector 12 Dwarka
11245,900,Independent Floor,2,28.7117,77.1387,Pitampura,North Delhi,27000,1.1279,18.1605,17.4125,11.1507,17,11.096,6.8024,0.2222,11.963,11151,Pitampura
11246,750,Independent Floor,2,28.7349,77.0934,Sector 25 Rohini,Rohini,11000,2.0435,19.9667,21.7217,16.1671,12,15.54,6.6201,0.2667,14.975,11151,Sector 25 Rohini
11247,2700,Independent Floor,4,28.5335,77.1996,Malviya Nagar,Delhi South,100000,0.6447,11.4905,3.787,12.1714,51,10.978,7.901,0.1481,7.023,11151,Malviya Nagar
11249,450,Independent Floor,1,28.6231,77.0277,Dwarka Mor,West Delhi,7000,0.6986,9.3878,18.6847,18.9827,39,16.091,6.1092,0.2222,11.938,11151,Dwarka Mor
11250,1000,Independent Floor,3,28.5335,77.2197,Khirki Extension,Other,22000,0.9872,13.4254,3.8796,11.9958,442,10.885,6.9078,0.3,7.572,11151,Khirki Extension
11251,760,Apartment,2,28.5019,77.2297,Khanpur Deoli,Other,8000,3.5396,15.3644,7.5104,15.5168,442,14.426,6.6333,0.2632,10.483,5694,Other
11252,1800,Independent Floor,3,28.6772,77.1058,Paschim Vihar,West Delhi,32000,0.3902,13.7072,15.7812,11.904,39,10.706,7.4955,0.1667,10.446,11151,Paschim Vihar
11253,1150,Independent Floor,2,28.5581,77.2469,East of Kailash,Delhi South,25000,0.5707,15.8761,3.9438,9.6094,51,8.539,7.0475,0.1739,7.5,11151,East of Kailash
11254,1100,Apartment,3,28.6066,77.2937,mayur vihar phase 1,Delhi East,35000,0.4723,21.2342,9.4846,8.1283,49,7.103,7.0031,0.2727,9.83,5694,mayur vihar phase 1
11255,4500,Independent Floor,4,28.5555,77.2337,Greater kailash 1,Delhi South,150000,0.809,14.5861,2.8307,9.6346,51,8.556,8.4118,0.0889,6.965,11151,Greater kailash 1
11256,1500,Independent Floor,2,28.5317,77.2164,Khirki Extension,Other,50000,1.2342,13.1422,3.9827,12.1951,442,11.074,7.3132,0.1333,7.639,11151,Khirki Extension
11257,600,Independent Floor,2,28.7049,77.1005,Sector 1 Rohini,Other,15000,1.8295,16.7021,18.5546,13.6796,442,12.806,6.3969,0.3333,12.691,11151,Other
11258,1800,Apartment,3,28.587,77.0605,Sector 10 Dwarka,Dwarka,45000,0.706,4.2753,14.5876,16.8032,72,14.169,7.4955,0.1667,9.093,5694,Sector 10 Dwarka
11259,600,Independent Floor,1,28.642,77.1106,Subhash Nagar,Delhi Central,15000,0.2967,9.9781,12.6387,10.7668,55,9.095,6.3969,0.1667,8.42,11151,Subhash Nagar
11260,950,Apartment,2,28.5956,77.0426,Sector 12 Dwarka,Dwarka,20000,0.4081,6.0996,16.4671,18.1481,72,15.323,6.8565,0.2105,10.281,5694,Sector 12 Dwarka
11261,1350,Independent Floor,1,28.6792,77.2011,Kamla Nagar,North Delhi,24000,1.398,17.8688,12.4627,4.5717,17,5.453,7.2079,0.0741,9.075,11151,Kamla Nagar
11262,2250,Independent Floor,3,28.558,77.246,East of Kailash,Delhi South,75000,0.4936,15.7915,3.8656,9.601,51,8.53,7.7187,0.1333,7.438,11151,East of Kailash
11263,950,Independent House,2,28.5048,77.2005,Neb Sarai,Delhi South,13500,1.6509,12.6277,6.9156,15.301,51,14.132,6.8565,0.2105,9.124,861,Neb Sarai
11265,450,Independent Floor,1,28.4956,77.1848,Chattarpur,Delhi South,10200,1.557,11.8045,8.2167,16.5732,51,15.331,6.1092,0.2222,9.538,11151,Chattarpur
11267,900,Independent Floor,2,28.6648,77.1386,Moti Nagar,Delhi Central,13500,0.8289,13.2697,12.7862,8.4208,55,7.594,6.8024,0.2222,8.826,11151,Moti Nagar
11268,3200,Independent House,5,28.6597,77.089,Paschim Vihar,West Delhi,74000,2.2448,11.6223,15.5211,13.0309,39,11.298,8.0709,0.1562,10.605,861,Paschim Vihar
11269,850,Independent Floor,1,28.5263,77.2617,Kalkaji,Delhi South,16000,2.0426,17.6101,6.9271,13.4012,51,12.285,6.7452,0.1176,9.995,11151,Kalkaji
11270,1600,Apartment,3,28.593,77.0654,Sector 6 Dwarka,Dwarka,27000,1.5237,4.6269,14.2328,16.1208,72,13.554,7.3778,0.1875,9.126,5694,Sector 6 Dwarka
11272,350,Apartment,1,28.5291,77.2108,Sheikh Sarai,Delhi Central,8500,0.7336,12.6662,4.1907,12.5128,55,11.373,5.8579,0.2857,7.526,5694,Sheikh Sarai
11274,1800,Independent Floor,3,28.5519,77.2358,Greater kailash 1,Delhi South,78000,0.7139,14.7907,3.1989,10.0576,51,8.98,7.4955,0.1667,7.19,11151,Greater kailash 1
11276,1000,Independent Floor,2,28.515,77.2018,Saket,Delhi South,16000,0.6316,12.2873,5.7784,14.1641,51,12.994,6.9078,0.2,8.215,11151,Saket
